,_id,date,score1,score2,score3
0,628f12e03103011ddd5ed18c,2021-05-25,0.052261946456772936,0.6523459883672851,0.5678583458065987
1,628f12e03103011ddd5ed18d,2021-05-26,0.13617029935121536,0.5384403128176928,0.45532010570168496
2,628f12e03103011ddd5ed18e,2021-05-27,0.03391950015964755,0.5391564849106705,0.421854904250187
3,628f12e03103011ddd5ed18f,2021-05-28,0.42646713541554554,0.5144923510296004,0.6207054938588824
4,628f12e03103011ddd5ed190,2021-05-29,-0.5312116593122482,0.8806299269199371,0.8609719052910805
5,628f12e03103011ddd5ed191,2021-05-30,0.565229669213295,0.4129174053668976,0.2889902293682098
6,628f12e03103011ddd5ed192,2021-05-31,0.0521197043932401,0.5373669647826598,0.40960434079170227
7,628f12e03103011ddd5ed193,2021-06-01,0.07830256037414071,0.622462903149426,0.5357513977214694
8,628f12e03103011ddd5ed194,2021-06-02,0.18769938250382742,0.18286223461230597,0.3174231331795454
9,628f12e03103011ddd5ed195,2021-06-03,-0.06706703733652829,0.37219794606789947,0.03461534809321165
10,628f12e03103011ddd5ed196,2021-06-04,0.1530938943227132,0.15118750929832458,-0.45888329794009525
11,628f12e03103011ddd5ed197,2021-06-05,-0.4835832715034485,0.7832707092165947,0.7272389829158783
12,628f12e03103011ddd5ed198,2021-06-06,0.39400333166122437,0.7155669443309307,-0.0215689241886139
13,628f12e03103011ddd5ed199,2021-06-07,0.12843198453386626,0.3167625019947688,0.25094236868123215
14,628f12e03103011ddd5ed19a,2021-06-08,0.28094056248664856,0.6654671960111175,0.6211602985858917
15,628f12e03103011ddd5ed19b,2021-06-09,0.08232979179315625,0.5553308432655675,0.3530711144918487
16,628f12e03103011ddd5ed19c,2021-06-10,0.07861739120239188,0.3570522532487909,0.2111585297518306
17,628f12e03103011ddd5ed19d,2021-06-11,0.19325441196560858,0.46535850316286087,0.35548772364854814
18,628f12e03103011ddd5ed19e,2021-06-12,0.2930475582501718,0.5770196276051658,0.08733180165290833
19,628f12e03103011ddd5ed19f,2021-06-13,0.03665562532842159,0.3612536881119013,0.3556020585820079
20,628f12e03103011ddd5ed1a0,2021-06-14,0.4063523876847642,0.5735568631101738,0.5061308620779803
21,628f12e03103011ddd5ed1a1,2021-06-15,0.3240306846135737,0.6258559582853004,0.5690437952840799
22,628f12e03103011ddd5ed1a2,2021-06-16,0.054650065721943974,0.3498422708362341,0.3372894925996661
23,628f12e03103011ddd5ed1a3,2021-06-17,0.18082959568974644,0.41617529500614514,0.44425098140808666
24,628f12e03103011ddd5ed1a4,2021-06-18,0.2143563455729573,0.4907888635579083,0.381484380474797
25,628f12e03103011ddd5ed1a5,2021-06-19,0.3066017348319292,0.6030740920454264,0.3874041184782982
26,628f12e03103011ddd5ed1a6,2021-06-20,-0.1659318469464779,0.17018481716513634,0.005327763035893454
27,628f12e03103011ddd5ed1a7,2021-06-21,0.3487372970807233,0.5875519090498399,0.422825931571424
28,628f12e03103011ddd5ed1a8,2021-06-22,0.03231017979291771,0.41286178907522786,0.25168838008092
29,628f12e03103011ddd5ed1a9,2021-06-23,0.53116057968388,0.48262112903305227,0.42343948248566854
30,628f12e03103011ddd5ed1aa,2021-06-24,0.13758360944508063,0.273996835814849,0.21025784163465422
31,628f12e03103011ddd5ed1ab,2021-06-25,-0.0622073241437857,0.4621827267110348,0.2992652239134678
32,628f12e03103011ddd5ed1ac,2021-06-26,0.35383758367970586,0.3745977496728301,0.3137490600347519
33,628f12e03103011ddd5ed1ad,2021-06-27,0.15985776980717978,0.6096330514798561,0.6297792326658964
34,628f12e03103011ddd5ed1ae,2021-06-28,0.25552745778113606,0.43465433865785597,0.5818606905639172
35,628f12e03103011ddd5ed1af,2021-06-29,0.0521895955898799,0.5728890718892217,0.6340316154528409
36,628f12e03103011ddd5ed1b0,2021-06-30,0.11191098678570527,0.5243891703967865,0.5233302679485999
37,628f12e03103011ddd5ed1b1,2021-07-01,0.09810375091619788,0.7150729473680257,0.48279138617217543
38,628f12e03103011ddd5ed1b2,2021-07-02,0.1936827353809191,0.6972147389922453,0.6384529463298942
39,628f12e03103011ddd5ed1b3,2021-07-03,-0.13362441460291544,0.7273257871468862,0.3820410470167796
40,628f12e03103011ddd5ed1b4,2021-07-04,0.3185730030139287,0.3145427505175273,-0.16317221025625867
41,628f12e03103011ddd5ed1b5,2021-07-05,0.2375740809366107,0.5412579517578706,0.6677223378792405
42,628f12e03103011ddd5ed1b6,2021-07-06,0.08968390673398971,0.5760540641844273,0.5340235561132431
